April,August,December,February,January,July,June,March,May,November,October,September
32180.0,30412.0,32875.0,32180.0,32180.0,32875.0,32180.0,32180.0,32875.0,32180.0,32180.0,32180.0
32875.0,31003.5,32875.0,32875.0,30412.0,32875.0,32180.0,34526.0,35103.0,31296.0,32875.0,34526.0
31296.0,30412.0,32180.0,32875.0,34526.0,32875.0,30412.0,32875.0,32180.0,30412.0,30412.0,30412.0
