April,August,December,February,January,July,June,March,May,November,October,September
7869.0,7869.0,7869.0,7869.0,7869.0,833.0,7869.0,7869.0,7869.0,7869.0,7869.0,7869.0
0.0,7869.0,7869.0,7869.0,7869.0,0.0,7869.0,7869.0,7869.0,7869.0,0.0,7869.0
7869.0,7869.0,816.0,7869.0,7869.0,4351.0,7869.0,7869.0,0.0,7869.0,0.0,7869.0
